ids,context_name,context_typology,chronology,funerary_function,context_id,Morphology,Functional_class,Region
CST_D_DCM_0126,Castel di Decima - Necropoli,Funerary,OP,Grave good,169,Closed shape,Class 4,Latium
CST_D_DCM_0127,Castel di Decima - Necropoli,Funerary,OP,Grave good,169,Open shape,Class 2,Latium
CST_D_DCM_0128,Castel di Decima - Necropoli,Funerary,OP,Grave good,169,Open shape,Class 2,Latium
CST_D_DCM_0129,Castel di Decima - Necropoli,Funerary,OP,Grave good,169,Closed shape,Class 3,Latium
CSTLFRNC_LAMON_0001,Castelfranco Lamoncello,Funerary,FBA,Urn,374,Closed shape,Class 3,Etruria
CSTLFRNC_LAMON_0002,Castelfranco Lamoncello,Funerary,FBA,Cover,374,Open shape,Class 1,Etruria
CUCCMLL_0001,Cuccumella,Funerary,EIA1,Urn,543,Closed shape,Class 3,Etruria
CUCCMLL_0002,Cuccumella,Funerary,EIA1,Cover,543,Open shape,Class 1,Etruria
CUCCMLL_0003,Cuccumella,Funerary,EIA1,Grave good,543,Open shape,Class 2,Etruria
CUCCMLL_0004,Cuccumella,Funerary,EIA1,Grave good,543,Closed shape,Class 4,Etruria
CUCCMLL_0005,Cuccumella,Funerary,EIA1,Grave good,543,Open shape,Class 1,Etruria
CUCCMLL_0006,Cuccumella,Funerary,EIA1,Urn,543,Closed shape,Class 3,Etruria
CUCCMLL_0007,Cuccumella,Funerary,EIA1,Cover,543,Open shape,Class 1,Etruria
CUCCMLL_0008,Cuccumella,Funerary,OP,Urn,543,Closed shape,Class 3,Etruria
CUCCMLL_0009,Cuccumella,Funerary,OP,Grave good,543,Closed shape,Class 3,Etruria
CUCCMLL_0010,Cuccumella,Funerary,OP,Grave good,543,Open shape,Class 2,Etruria
CUCCMLL_0011,Cuccumella,Funerary,OP,Grave good,543,Open shape,Class 2,Etruria
CUCCMLL_0012,Cuccumella,Funerary,OP,Grave good,543,Closed shape,Class 4,Etruria
CUCCMLL_0013,Cuccumella,Funerary,OP,Urn,543,Closed shape,Class 3,Etruria
CUCCMLL_0014,Cuccumella,Funerary,OP,Grave good,543,Closed shape,Class 3,Etruria
CUCCMLL_0015,Cuccumella,Funerary,OP,Grave good,543,Closed shape,Class 3,Etruria
CUCCMLL_0016,Cuccumella,Funerary,OP,Cover,543,Open shape,Class 1,Etruria
CUCCMLL_0017,Cuccumella,Funerary,OP,Grave good,543,Open shape,Class 1,Etruria
CUCCMLL_0018,Cuccumella,Funerary,OP,Grave good,543,Open shape,Class 2,Etruria
CUCCMLL_0019,Cuccumella,Funerary,OP,Grave good,543,Closed shape,Class 2,Etruria
CUCCMLL_0020,Cuccumella,Funerary,OP,Grave good,543,Open shape,Class 2,Etruria
CUCCMLL_0021,Cuccumella,Funerary,OP,Grave good,543,Closed shape,Class 4,Etruria
CUCCMLL_0022,Cuccumella,Funerary,OP,Grave good,543,Open shape,Class 2,Etruria
CUCCMLL_0023,Cuccumella,Funerary,OP,Grave good,543,Open shape,Class 2,Etruria
CUCCMLL_0024,Cuccumella,Funerary,OP,Grave good,543,Open shape,Class 1,Etruria
CUCCMLL_0025,Cuccumella,Funerary,OP,Grave good,543,Open shape,Class 1,Etruria
CUCCMLL_0026,Cuccumella,Funerary,OP,Grave good,543,Open shape,Class 1,Etruria
CUCCMLL_0027,Cuccumella,Funerary,OP,Grave good,543,Open shape,Class 1,Etruria
CUCCMLL_0028,Cuccumella,Funerary,OP,Grave good,543,Open shape,Class 1,Etruria
CUCCMLL_0029,Cuccumella,Funerary,OP,Grave good,543,Open shape,Class 1,Etruria
CUCCMLL_0030,Cuccumella,Funerary,OP,Grave good,543,Open shape,Class 1,Etruria
CUCCMLL_0031,Cuccumella,Funerary,OP,Grave good,543,Open shape,Class 1,Etruria
CUCCMLL_0032,Cuccumella,Funerary,OP,Grave good,543,Open shape,Class 1,Etruria
CUCCMLL_0033,Cuccumella,Funerary,OP,Grave good,543,Open shape,Class 1,Etruria
CVLL_BFL_0001,Cavallini del Bufalo,Funerary,FBA,Urn,373,Closed shape,Class 3,Etruria
ESQLN_0001,Esquilino,Funerary,OP,Urn,606,Closed shape,Class 3,Latium
ESQLN_0002,Esquilino,Funerary,OP,Grave good,606,Open shape,Class 2,Latium
ESQLN_0003,Esquilino,Funerary,OP,Grave good,606,Open shape,Class 2,Latium
ESQLN_0004,Esquilino,Funerary,OP,Grave good,606,Open shape,Class 2,Latium
ESQLN_0005,Esquilino,Funerary,OP,Grave good,606,Open shape,Class 2,Latium
ESQLN_0006,Esquilino,Funerary,EIA2,Grave good,606,Closed shape,Class 4,Latium
ESQLN_0007,Esquilino,Funerary,EIA2,Grave good,606,Closed shape,Class 3,Latium
ESQLN_0008,Esquilino,Funerary,EIA2,Grave good,606,Open shape,Class 2,Latium
ESQLN_0009,Esquilino,Funerary,EIA2,Grave good,606,Open shape,Class 2,Latium
ESQLN_0010,Esquilino,Funerary,EIA2,Grave good,606,Closed shape,Class 4,Latium
ESQLN_0011,Esquilino,Funerary,EIA2,Grave good,606,Closed shape,Class 4,Latium
ESQLN_0012,Esquilino,Funerary,EIA2,Grave good,606,Open shape,Class 2,Latium
ESQLN_0013,Esquilino,Funerary,EIA2,Grave good,606,Open shape,Class 2,Latium
ESQLN_0014,Esquilino,Funerary,EIA2,Grave good,606,Closed shape,Class 4,Latium
ESQLN_0015,Esquilino,Funerary,EIA2,Grave good,606,Closed shape,Class 4,Latium
ESQLN_0016,Esquilino,Funerary,EIA2,Grave good,606,Open shape,Class 2,Latium
ESQLN_0017,Esquilino,Funerary,EIA2,Grave good,606,Open shape,Class 2,Latium
ESQLN_0018,Esquilino,Funerary,EIA2,Grave good,606,Closed shape,Class 4,Latium
ESQLN_0019,Esquilino,Funerary,EIA2,Grave good,606,Open shape,Class 2,Latium
ESQLN_0020,Esquilino,Funerary,OP,Grave good,606,Open shape,Class 1,Latium
ESQLN_0021,Esquilino,Funerary,OP,Grave good,606,Closed shape,Class 3,Latium
ESQLN_0022,Esquilino,Funerary,OP,Grave good,606,Open shape,Class 2,Latium
ESQLN_0023,Esquilino,Funerary,OP,Grave good,606,Open shape,Class 2,Latium
ESQLN_0024,Esquilino,Funerary,OP,Grave good,606,Open shape,Class 2,Latium
ESQLN_0025,Esquilino,Funerary,OP,Grave good,606,Open shape,Class 2,Latium
ESQLN_0026,Esquilino,Funerary,OP,Grave good,606,Open shape,Class 2,Latium
ESQLN_0027,Esquilino,Funerary,OP,Grave good,606,Closed shape,Class 4,Latium
ESQLN_0028,Esquilino,Funerary,OP,Grave good,606,Closed shape,Class 4,Latium
ESQLN_0029,Esquilino,Funerary,OP,Grave good,606,Closed shape,Class 4,Latium
ESQLN_0030,Esquilino,Funerary,OP,Grave good,606,Open shape,Class 1,Latium
ESQLN_0031,Esquilino,Funerary,OP,Grave good,606,Open shape,Class 2,Latium
ESQLN_0032,Esquilino,Funerary,OP,Grave good,606,Open shape,Class 2,Latium
ESQLN_0033,Esquilino,Funerary,OP,Grave good,606,Open shape,Class 2,Latium
ESQLN_0034,Esquilino,Funerary,OP,Grave good,606,Open shape,Class 2,Latium
ESQLN_0035,Esquilino,Funerary,EIA1,Grave good,606,Open shape,Class 2,Latium
ESQLN_0036,Esquilino,Funerary,EIA1,Grave good,606,Closed shape,Class 4,Latium
ESQLN_0037,Esquilino,Funerary,EIA1,Grave good,606,Open shape,Class 2,Latium
ESQLN_0038,Esquilino,Funerary,EIA1,Grave good,606,Closed shape,Class 4,Latium
ESQLN_0039,Esquilino,Funerary,EIA1,Grave good,606,Closed shape,Class 4,Latium
ESQLN_0040,Esquilino,Funerary,EIA1,Grave good,606,Open shape,Class 2,Latium
ESQLN_0041,Esquilino,Funerary,EIA1,Grave good,606,Closed shape,Class 4,Latium
ESQLN_0042,Esquilino,Funerary,EIA1,Grave good,606,Closed shape,Class 4,Latium
ESQLN_0043,Esquilino,Funerary,EIA1,Grave good,606,Open shape,Class 2,Latium
ESQLN_0044,Esquilino,Funerary,EIA1,Grave good,606,Open shape,Class 2,Latium
ESQLN_0045,Esquilino,Funerary,EIA2,Grave good,606,Closed shape,Class 4,Latium
ESQLN_0046,Esquilino,Funerary,EIA2,Grave good,606,Open shape,Class 2,Latium
ESQLN_0047,Esquilino,Funerary,EIA2,Grave good,606,Open shape,Class 2,Latium
ESQLN_0048,Esquilino,Funerary,EIA2,Grave good,606,Open shape,Class 2,Latium
ESQLN_0049,Esquilino,Funerary,EIA2,Grave good,606,Open shape,Class 2,Latium
ESQLN_0050,Esquilino,Funerary,EIA2,Grave good,606,Closed shape,Class 3,Latium
ESQLN_0051,Esquilino,Funerary,EIA2,Grave good,606,Closed shape,Class 3,Latium
ESQLN_0052,Esquilino,Funerary,EIA2,Grave good,606,Open shape,Class 2,Latium
ESQLN_0053,Esquilino,Funerary,EIA2,Grave good,606,Closed shape,Class 3,Latium
ESQLN_0054,Esquilino,Funerary,EIA2,Grave good,606,Open shape,Class 2,Latium
ESQLN_0055,Esquilino,Funerary,FBA,Urn,606,Closed shape,Class 3,Latium
ESQLN_0056,Esquilino,Funerary,EIA2,Grave good,606,Open shape,Class 1,Latium
ESQLN_0057,Esquilino,Funerary,EIA2,Grave good,606,Closed shape,Class 4,Latium
ESQLN_0058,Esquilino,Funerary,EIA2,Grave good,606,Open shape,Class 2,Latium
ESQLN_0059,Esquilino,Funerary,EIA2,Grave good,606,Open shape,Class 2,Latium
ESQLN_0060,Esquilino,Funerary,EIA2,Grave good,606,Open shape,Class 2,Latium
ESQLN_0061,Esquilino,Funerary,EIA2,Grave good,606,Closed shape,Class 3,Latium
ESQLN_0062,Esquilino,Funerary,EIA2,Grave good,606,Open shape,Class 2,Latium
FICN_0001,Ficana,Settlement,OP,,542,Closed shape,Class 3,Latium
FICN_0002,Ficana,Settlement,OP,,542,Closed shape,Class 3,Latium
FICN_0003,Ficana,Settlement,OP,,542,Closed shape,Class 3,Latium
FICN_0004,Ficana,Settlement,OP,,542,Closed shape,Class 3,Latium
FICN_0005,Ficana,Settlement,OP,,542,Closed shape,Class 3,Latium
FICN_0006,Ficana,Settlement,OP,,542,Closed shape,Class 3,Latium
FICN_0007,Ficana,Settlement,OP,,542,Closed shape,Class 3,Latium
FICN_0008,Ficana,Settlement,OP,,542,Open shape,Class 1,Latium
FICN_0009,Ficana,Settlement,OP,,542,Open shape,Class 1,Latium
FICN_0010,Ficana,Settlement,OP,,542,Closed shape,Class 3,Latium
FICN_0011,Ficana,Settlement,OP,,542,Open shape,Class 1,Latium
FICN_0012,Ficana,Settlement,OP,,542,Open shape,Class 1,Latium
FICN_0013,Ficana,Settlement,OP,,542,Open shape,Class 1,Latium
FICN_0014,Ficana,Settlement,OP,,542,Open shape,Class 2,Latium
FICN_0015,Ficana,Settlement,OP,,542,Open shape,Class 1,Latium
FICN_0016,Ficana,Settlement,OP,,542,Open shape,Class 2,Latium
FICN_0017,Ficana,Settlement,OP,,542,Open shape,Class 2,Latium
FICN_0018,Ficana,Settlement,OP,,542,Open shape,Class 2,Latium
FICN_0019,Ficana,Settlement,OP,,542,Open shape,Class 2,Latium
FICN_0020,Ficana,Settlement,OP,,542,Open shape,Class 2,Latium
FICN_0021,Ficana,Settlement,OP,,542,Open shape,Class 2,Latium
FICN_0022,Ficana,Settlement,OP,,542,Open shape,Class 2,Latium
FICN_0023,Ficana,Settlement,OP,,542,Open shape,Class 2,Latium
FICN_0024,Ficana,Settlement,OP,,542,Open shape,Class 2,Latium
FICN_0025,Ficana,Settlement,OP,,542,Open shape,Class 2,Latium
FICN_0026,Ficana,Settlement,OP,,542,Open shape,Class 1,Latium
FICN_0027,Ficana,Settlement,OP,,542,Open shape,Class 1,Latium
FICN_0028,Ficana,Settlement,OP,,542,Open shape,Class 2,Latium
FIDN_0001,Fidene,Settlement,EIA1,,400,Open shape,Class 1,Latium
FIDN_0002,Fidene,Settlement,EIA1,,400,Open shape,Class 1,Latium
FIDN_0003,Fidene,Settlement,EIA1,,400,Open shape,Class 1,Latium
FIDN_0004,Fidene,Settlement,EIA1,,400,Open shape,Class 1,Latium
FIDN_0005,Fidene,Settlement,EIA1,,400,Open shape,Class 1,Latium
FIDN_0006,Fidene,Settlement,EIA1,,400,Open shape,Class 1,Latium
FIDN_0007,Fidene,Settlement,EIA1,,400,Open shape,Class 1,Latium
FIDN_0008,Fidene,Settlement,EIA1,,400,Open shape,Class 2,Latium
FIDN_0009,Fidene,Settlement,EIA1,,400,Open shape,Class 2,Latium
FIDN_0010,Fidene,Settlement,EIA1,,400,Open shape,Class 2,Latium
FIDN_0011,Fidene,Settlement,EIA1,,400,Open shape,Class 2,Latium
FIDN_0012,Fidene,Settlement,EIA2,,400,Open shape,Class 2,Latium
FIDN_0013,Fidene,Settlement,EIA2,,400,Open shape,Class 2,Latium
FIDN_0014,Fidene,Settlement,EIA2,,400,Open shape,Class 2,Latium
FIDN_0015,Fidene,Settlement,EIA2,,400,Open shape,Class 2,Latium
FIDN_0016,Fidene,Settlement,EIA1,,400,Closed shape,Class 2,Latium
FIDN_0017,Fidene,Settlement,EIA1,,400,Closed shape,Class 2,Latium
FIDN_0018,Fidene,Settlement,EIA1,,400,Closed shape,Class 4,Latium
FIDN_0019,Fidene,Settlement,EIA1,,400,Closed shape,Class 3,Latium
FNTN_PP_0001,Fontana di Papa,Funerary,EIA1,Grave good,144,Open shape,Class 2,Latium
FNTN_PP_0002,Fontana di Papa,Funerary,EIA1,Grave good,144,Open shape,Class 2,Latium
FNTN_PP_0003,Fontana di Papa,Funerary,EIA1,Grave good,144,Open shape,Class 2,Latium
FNTN_PP_0004,Fontana di Papa,Funerary,EIA1,Grave good,144,Open shape,Class 2,Latium
FOR_AUG_0001,Foro di Augusto,Funerary,EIA1,Grave good,605,Closed shape,Class 3,Latium
FOR_AUG_0002,Foro di Augusto,Funerary,EIA1,Urn,605,Closed shape,Class 3,Latium
FOR_AUG_0003,Foro di Augusto,Funerary,EIA1,Urn,605,Closed shape,Class 4,Latium
FOR_AUG_0004,Foro di Augusto,Funerary,EIA1,Grave good,605,Closed shape,Class 4,Latium
FOR_AUG_0005,Foro di Augusto,Funerary,EIA1,Grave good,605,Open shape,Class 1,Latium
FOR_AUG_0006,Foro di Augusto,Funerary,EIA1,Grave good,605,Open shape,Class 1,Latium
FOR_AUG_0007,Foro di Augusto,Funerary,EIA1,Grave good,605,Closed shape,Class 4,Latium
FOR_ROMN_0001,Foro Romano,Funerary,FBA,Urn,490,Closed shape,Class 4,Latium
FOR_ROMN_0002,Foro Romano,Funerary,FBA,Grave good,490,Open shape,Class 1,Latium
FOR_ROMN_0003,Foro Romano,Funerary,FBA,Grave good,490,Open shape,Class 2,Latium
FOR_ROMN_0004,Foro Romano,Funerary,FBA,Grave good,490,Closed shape,Class 4,Latium
FOR_ROMN_0005,Foro Romano,Funerary,EIA1,Grave good,490,Open shape,Class 1,Latium
FOR_ROMN_0006,Foro Romano,Funerary,EIA1,Grave good,490,Open shape,Class 1,Latium
FOR_ROMN_0007,Foro Romano,Funerary,EIA1,Grave good,490,Open shape,Class 2,Latium
FOR_ROMN_0008,Foro Romano,Funerary,EIA1,Grave good,490,Open shape,Class 2,Latium
FOR_ROMN_0009,Foro Romano,Funerary,EIA1,Grave good,490,Closed shape,Class 3,Latium
FOR_ROMN_0010,Foro Romano,Funerary,EIA1,Grave good,490,Closed shape,Class 3,Latium
FOR_ROMN_0011,Foro Romano,Funerary,EIA1,Grave good,490,Closed shape,Class 3,Latium
FOR_ROMN_0012,Foro Romano,Funerary,EIA1,Grave good,490,Closed shape,Class 3,Latium
FOR_ROMN_0013,Foro Romano,Funerary,EIA1,Grave good,490,Open shape,Class 1,Latium
FOR_ROMN_0014,Foro Romano,Funerary,EIA1,Grave good,490,Closed shape,Class 3,Latium
FOR_ROMN_0015,Foro Romano,Funerary,EIA1,Grave good,490,Closed shape,Class 3,Latium
FOR_ROMN_0016,Foro Romano,Funerary,EIA1,Grave good,490,Closed shape,Class 4,Latium
FOR_ROMN_0017,Foro Romano,Funerary,EIA1,Grave good,490,Open shape,Class 1,Latium
FOR_ROMN_0018,Foro Romano,Funerary,EIA1,Grave good,490,Closed shape,Class 3,Latium
FOR_ROMN_0019,Foro Romano,Funerary,EIA1,Grave good,490,Closed shape,Class 3,Latium
FOR_ROMN_0020,Foro Romano,Funerary,EIA1,Grave good,490,Closed shape,Class 4,Latium
FOR_ROMN_0021,Foro Romano,Funerary,EIA1,Grave good,490,Closed shape,Class 4,Latium
FOR_ROMN_0022,Foro Romano,Funerary,EIA1,Grave good,490,Closed shape,Class 4,Latium
FOR_ROMN_0023,Foro Romano,Funerary,EIA1,Grave good,490,Open shape,Class 2,Latium
FOR_ROMN_0024,Foro Romano,Funerary,EIA1,Grave good,490,Open shape,Class 1,Latium
FOR_ROMN_0025,Foro Romano,Funerary,EIA1,Urn,490,Closed shape,Class 4,Latium
FOR_ROMN_0026,Foro Romano,Funerary,EIA1,Grave good,490,Open shape,Class 2,Latium
FOR_ROMN_0027,Foro Romano,Funerary,EIA1,Grave good,490,Open shape,Class 1,Latium
FOR_ROMN_0028,Foro Romano,Funerary,EIA1,Grave good,490,Open shape,Class 1,Latium
FOR_ROMN_0029,Foro Romano,Funerary,EIA1,Grave good,490,Closed shape,Class 4,Latium
FOR_ROMN_0030,Foro Romano,Funerary,EIA1,Grave good,490,Closed shape,Class 4,Latium
FOR_ROMN_0031,Foro Romano,Funerary,EIA1,Grave good,490,Closed shape,Class 3,Latium
FOR_ROMN_0032,Foro Romano,Funerary,EIA1,Urn,490,Closed shape,Class 4,Latium
FOR_ROMN_0033,Foro Romano,Funerary,EIA1,Grave good,490,Open shape,Class 2,Latium
FOR_ROMN_0034,Foro Romano,Funerary,EIA1,Grave good,490,Open shape,Class 2,Latium
FOR_ROMN_0035,Foro Romano,Funerary,EIA1,Grave good,490,Open shape,Class 2,Latium
FOR_ROMN_0036,Foro Romano,Funerary,EIA1,Grave good,490,Open shape,Class 2,Latium
FOR_ROMN_0037,Foro Romano,Funerary,EIA1,Grave good,490,Open shape,Class 1,Latium
FOR_ROMN_0038,Foro Romano,Funerary,EIA1,Grave good,490,Open shape,Class 1,Latium
FOR_ROMN_0039,Foro Romano,Funerary,EIA1,Grave good,490,Closed shape,Class 4,Latium
FOR_ROMN_0040,Foro Romano,Funerary,EIA1,Grave good,490,Closed shape,Class 3,Latium
FOR_ROMN_0041,Foro Romano,Funerary,EIA1,Urn,490,Closed shape,Class 3,Latium
FOR_ROMN_0042,Foro Romano,Funerary,EIA1,Grave good,490,Open shape,Class 2,Latium
FOR_ROMN_0043,Foro Romano,Funerary,EIA1,Grave good,490,Open shape,Class 2,Latium
FRLT_0001,Ferleta,Settlement,FBA,,318,Open shape,Class 2,Etruria
FSS_INCASTR_0001,Fosso dell'Incastro,Settlement,FBA,,384,Open shape,Class 2,Latium
FSS_INCASTR_0002,Fosso dell'Incastro,Settlement,FBA,,384,Closed shape,Class 2,Latium
FSS_INCASTR_0003,Fosso dell'Incastro,Settlement,FBA,,384,Closed shape,Class 2,Latium
GAGG_0001,il Gaggio,Settlement,FBA,,377,Open shape,Class 2,Etruria
GRTT_BARCH_0001,Grotta Barche,Funerary,FBA,Urn,371,Closed shape,Class 3,Etruria
GRTT_BARCH_0002,Grotta Barche,Funerary,FBA,Grave good,371,Open shape,Class 2,Etruria
GRTT_BARCH_0003,Grotta Barche,Funerary,FBA,Grave good,371,Closed shape,Class 3,Etruria
GRTT_BARCH_0004,Grotta Barche,Funerary,FBA,Grave good,371,Closed shape,Class 3,Etruria
GRTT_BARCH_0005,Grotta Barche,Funerary,FBA,Grave good,371,Closed shape,Class 3,Etruria
GRTT_BARCH_0006,Grotta Barche,Funerary,FBA,Grave good,371,Open shape,Class 2,Etruria
GRTT_BARCH_0007,Grotta Barche,Funerary,FBA,Urn,371,Closed shape,Class 3,Etruria
GRTT_BARCH_0008,Grotta Barche,Funerary,FBA,Cover,371,Open shape,Class 1,Etruria
GRTT_BARCH_0009,Grotta Barche,Funerary,FBA,Grave good,371,Closed shape,Class 4,Etruria
GRTT_GRAMICC_0001,Grotta Gramiccia,Funerary,EIA2,Grave good,417,Closed shape,Class 3,Etruria
GRTT_GRAMICC_0002,Grotta Gramiccia,Funerary,EIA2,Grave good,417,Open shape,Class 2,Etruria
GRTT_GRAMICC_0003,Grotta Gramiccia,Funerary,EIA2,Grave good,417,Open shape,Class 2,Etruria
GRTT_GRAMICC_0004,Grotta Gramiccia,Funerary,EIA2,Grave good,417,Closed shape,Class 4,Etruria
GRTT_GRAMICC_0005,Grotta Gramiccia,Funerary,EIA2,Grave good,417,Closed shape,Class 2,Etruria
GRTT_GRAMICC_0006,Grotta Gramiccia,Funerary,EIA2,Grave good,417,Open shape,Class 1,Etruria
GRTT_GRAMICC_0007,Grotta Gramiccia,Funerary,EIA1,Urn,417,Closed shape,Class 3,Etruria
GRTT_GRAMICC_0008,Grotta Gramiccia,Funerary,EIA1,Cover,417,Open shape,Class 1,Etruria
GRTT_GRAMICC_0009,Grotta Gramiccia,Funerary,EIA1,Urn,417,Closed shape,Class 3,Etruria
GRTT_GRAMICC_0010,Grotta Gramiccia,Funerary,EIA1,Cover,417,Open shape,Class 1,Etruria
GRTT_GRAMICC_0011,Grotta Gramiccia,Funerary,EIA2,Urn,417,Closed shape,Class 4,Etruria
GRTT_GRAMICC_0012,Grotta Gramiccia,Funerary,EIA2,Grave good,417,Open shape,Class 1,Etruria
GRTT_GRAMICC_0013,Grotta Gramiccia,Funerary,EIA2,Grave good,417,Closed shape,Class 4,Etruria
GRTT_GRAMICC_0014,Grotta Gramiccia,Funerary,EIA2,Grave good,417,Open shape,Class 1,Etruria
GRTT_GRAMICC_0015,Grotta Gramiccia,Funerary,EIA1,Grave good,417,Closed shape,Class 3,Etruria
GRTT_GRAMICC_0016,Grotta Gramiccia,Funerary,EIA1,Grave good,417,Open shape,Class 1,Etruria
GRTT_GRAMICC_0017,Grotta Gramiccia,Funerary,EIA2,Grave good,417,Closed shape,Class 3,Etruria
GRTT_GRAMICC_0018,Grotta Gramiccia,Funerary,EIA2,Grave good,417,Open shape,Class 1,Etruria
GRTT_GRAMICC_0019,Grotta Gramiccia,Funerary,EIA2,Grave good,417,Closed shape,Class 2,Etruria
GRTT_GRAMICC_0020,Grotta Gramiccia,Funerary,EIA2,Grave good,417,Open shape,Class 2,Etruria
GRTT_GRAMICC_0021,Grotta Gramiccia,Funerary,EIA2,Grave good,417,Open shape,Class 1,Etruria
GRTT_GRAMICC_0022,Grotta Gramiccia,Funerary,EIA2,Grave good,417,Open shape,Class 1,Etruria
GRTT_GRAMICC_0023,Grotta Gramiccia,Funerary,EIA2,Grave good,417,Closed shape,Class 4,Etruria
GRTT_GRAMICC_0024,Grotta Gramiccia,Funerary,EIA2,Grave good,417,Open shape,Class 2,Etruria
GRTT_NUOV_0007,Grotta Nuova,Cultual,FBA,,333,Open shape,Class 2,Etruria
GUID_L_CAPR_0001,Guidonia - le Caprine,Funerary,FBA,Urn,358,Closed shape,Class 3,Latium
GUID_L_CAPR_0002,Guidonia - le Caprine,Funerary,FBA,Cover,358,Open shape,Class 1,Latium
L_RSTC_0001,La Rustica,Funerary,OP,Grave good,308,Open shape,Class 2,Latium
L_RSTC_0002,La Rustica,Funerary,OP,Grave good,308,Open shape,Class 2,Latium
L_RSTC_0003,La Rustica,Funerary,OP,Grave good,308,Open shape,Class 2,Latium
L_RSTC_0004,La Rustica,Funerary,OP,Grave good,308,Open shape,Class 2,Latium
L_RSTC_0005,La Rustica,Funerary,OP,Grave good,308,Open shape,Class 2,Latium
L_RSTC_0006,La Rustica,Funerary,OP,Grave good,308,Closed shape,Class 4,Latium
L_RSTC_0007,La Rustica,Funerary,OP,Grave good,308,Closed shape,Class 2,Latium
L_RSTC_0008,La Rustica,Funerary,OP,Grave good,308,Open shape,Class 2,Latium
L_RSTC_0009,La Rustica,Funerary,OP,Grave good,308,Open shape,Class 2,Latium
L_RSTC_0010,La Rustica,Funerary,OP,Grave good,308,Open shape,Class 2,Latium
LBN_0001,Albano,Funerary,EIA1,Grave good,146,Open shape,Class 2,Latium
LBN_0002,Albano,Funerary,EIA2,Grave good,146,Open shape,Class 2,Latium
LBN_0003,Albano,Funerary,EIA1,Grave good,146,Open shape,Class 2,Latium
LBN_0004,Albano,Funerary,EIA1,Grave good,146,Open shape,Class 2,Latium
LBN_0005,Albano,Funerary,EIA1,Grave good,146,Open shape,Class 2,Latium
LGHTT_0001,Laghetto,Funerary,EIA2,Grave good,252,Closed shape,Class 4,Etruria
LGHTT_0002,Laghetto,Funerary,EIA2,Grave good,252,Open shape,Class 1,Etruria
LGHTT_0003,Laghetto,Funerary,EIA2,Grave good,252,Open shape,Class 2,Etruria
LGHTT_0004,Laghetto,Funerary,EIA2,Grave good,252,Open shape,Class 2,Etruria
LSM_0001,Luni sul Mignone,Settlement,FBA,,134,Open shape,Class 2,Etruria
LSM_0002,Luni sul Mignone,Settlement,FBA,,134,Open shape,Class 2,Etruria
LSM_0003,Luni sul Mignone,Settlement,FBA,,134,Open shape,Class 2,Etruria
LSM_0004,Luni sul Mignone,Settlement,FBA,,134,Open shape,Class 2,Etruria
LSM_0005,Luni sul Mignone,Settlement,FBA,,134,Open shape,Class 2,Etruria
LSM_0006,Luni sul Mignone,Settlement,FBA,,134,Open shape,Class 2,Etruria
LSM_0007,Luni sul Mignone,Settlement,FBA,,134,Closed shape,Class 3,Etruria
LSM_0008,Luni sul Mignone,Settlement,FBA,,134,Closed shape,Class 3,Etruria
LSM_0009,Luni sul Mignone,Settlement,FBA,,134,Closed shape,Class 3,Etruria
LSM_0010,Luni sul Mignone,Settlement,FBA,,134,Closed shape,Class 3,Etruria
LSM_0011,Luni sul Mignone,Settlement,FBA,,134,Open shape,Class 1,Etruria
LSM_0012,Luni sul Mignone,Settlement,FBA,,134,Open shape,Class 1,Etruria
LSM_0013,Luni sul Mignone,Settlement,FBA,,134,Open shape,Class 2,Etruria
LSM_0014,Luni sul Mignone,Settlement,FBA,,134,Open shape,Class 2,Etruria
LSM_0015,Luni sul Mignone,Settlement,FBA,,134,Open shape,Class 2,Etruria
